,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
212,"RT @BashirAhmaad: Just saw it on Facebook that Dr. Junaid Mohammed has passed away. Oh Allah, people are dying in numbers these days, when…", just saw it on facebook that dr  junaid mohammed has passed away  oh allah  people are dying in numbers these days  when ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
213,"@carolinagirl252 We understand your concern, Daisy. Our thoughts are with communities impacted by the severe winter… https://t.co/CgUMW1go4C",  we understand your concern  daisy  our thoughts are with communities impacted by the severe winter   ,0.0,0.0,negative,0.157,0.843,0.0,-0.3818
216,RT @ColectivAsteria: En un momento daremos inicio a nuestra última conferencia de #SomosMujeres con @chelaz___  a través de Facebook live., en un momento daremos inicio a nuestra  ltima conferencia de  somosmujeres con       a trav s de facebook live ,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
217,"RT @armypr_news: #กองปราบปราม รับเเจ้งความร้องทุกข์ผ่านระบบออนไลน์ ลดการสัมผัสช่วงโควิด แจ้งความ ให้ปากคำ ส่งมอบพยานหลักฐาน ทำได้หมด

ใช้บ…",                                                                                                                           ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
218,"RT @BBCNewsnight: “Facebook is flexing its muscles in a showdown with democracy, which for the last two decades has been taking a nap.”
 
-…",  facebook is flexing its muscles in a showdown with democracy  which for the last two decades has been taking a nap       ,0.0,0.06666666666666667,neutral,0.0,1.0,0.0,0.0
219,RT @nickpwing: Texas mayor resigns after accidentally condensing the entire Republican political philosophy into a single Facebook post htt…, texas mayor resigns after accidentally condensing the entire republican political philosophy into a single facebook post htt ,-0.023809523809523808,0.3130952380952381,negative,0.251,0.749,0.0,-0.5719
220,"RT @LSD122070: Our younger sister ⁦@TrueBlueGirl74⁩ made this in honor of some of our lost family members who we miss so dearly. 

My son,…", our younger sister     made this in honor of some of our lost family members who we miss so dearly    my son  ,0.0,0.0,positive,0.141,0.613,0.246,0.6015
221,“Borren Facebook”: la campaña que es tendencia mundial en rechazo a la decisión de la red social de bloquear la pub… https://t.co/Bv4BCERwhR, borren facebook   la campa a que es tendencia mundial en rechazo a la decisi n de la red social de bloquear la pub   ,0.016666666666666666,0.03333333333333333,neutral,0.0,1.0,0.0,0.0
223,"RT @ArchbishopNick: On Sunday, I will be talking to you about the power of words. How you speak concerning your circumstances can influence…", on sunday  i will be talking to you about the power of words  how you speak concerning your circumstances can influence ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
224,RT @BernardKeane: Has Facebook been accused of genocide yet? I'm sure it can't be long., has facebook been accused of genocide yet  i m sure it can t be long ,0.225,0.6444444444444444,positive,0.152,0.69,0.159,0.0258
225,"BREAKING: Facebook sees problem, ignores it to make more money.

https://t.co/nPxUROUxU1",breaking  facebook sees problem  ignores it to make more money    ,0.5,0.5,negative,0.375,0.625,0.0,-0.5859
226,"RT @Ppung73126036: แค่รู้ว่าทำไปทำไม และทำเพื่อใครเท่านั้นก็เพียงพอแล้ว 

✨อยากเห็นรอยยิ้มของมิว✨

YouTube Stream 50%
📍https://t.co/1ZNCMH8…",                                                                                 youtube stream 50    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
227,"RT @Quicktake: ""No Australian can now share or access news via Facebook.""

Facebook is cutting off news media in Australia in a fight over…",  no australian can now share or access news via facebook    facebook is cutting off news media in australia in a fight over ,-0.3,0.45,negative,0.247,0.667,0.086,-0.4767
228,"RT @asharamjibapu_: श्री रामकृष्ण परमहंस जयंती की हार्दिक शुभकामनाएं

मन को एकाग्र करने के लिए गुरु का ध्यान  लाभदायी है। गुरु की मूर्ति,…",                                                                                                                       ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
229,"RT @WORLDMUSICAWARD: Happy Birthday to one of the best dancers and rappers in the Korean Music Industry, #JHOPE!  👨‍🎤🎂🍾🎁🎉🎇 ☀️👑 #HAPPYJHOPED…", happy birthday to one of the best dancers and rappers in the korean music industry   jhope                 happyjhoped ,0.9,0.65,positive,0.0,0.655,0.345,0.836
230,"RT @PhoenixPolice: SCAM ALERT! Kyle, &amp; Courtney (pictured w/ Ofcr Heil) are among several people who fell victim to a scam when a man took…", scam alert  kyle   amp  courtney  pictured w  ofcr heil  are among several people who fell victim to a scam when a man took ,-0.037500000000000006,0.025,negative,0.343,0.578,0.079,-0.8074
232,RT @PrensaComunitar: #Honduras Actualización #JusticiaParaBerta: Se realiza audiencia de proposición de pruebas contra David Castillo coaut…,  honduras actualizaci n  justiciaparaberta  se realiza audiencia de proposici n de pruebas contra david castillo coaut ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
233,@lucialunana https://t.co/XTcljoOK8V,   ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
234,Canada condemns Facebook’s ‘highly irresponsible’ Australian news ban  https://t.co/igWLmXVdlG,canada condemns facebook s  highly irresponsible  australian news ban   ,0.08,0.26999999999999996,negative,0.669,0.331,0.0,-0.8777
235,RT @FlickReynolds: When did Facebook become a vital community service? It’s not like it’s Twitter. #qanda, when did facebook become a vital community service  it s not like it s twitter   qanda,0.1,0.4,positive,0.138,0.718,0.144,0.0232
236,"This is a disturbing development that should be a huge story, but isn't. #FacebookAustralia
 
Australia took a stan… https://t.co/uIrJ16MAo1",this is a disturbing development that should be a huge story  but isn t   facebookaustralia   australia took a stan   ,-0.04999999999999996,0.8500000000000001,negative,0.128,0.774,0.098,-0.128
237,RT @WORLDMUSICAWARD: #MariahCarey Debuts at #6 on the Worldwide iTunes Song Chart With Her New #WeBelongTogether (Mimi's Late Night Valenti…,  mariahcarey debuts at  6 on the worldwide itunes song chart with her new  webelongtogether  mimi s late night valenti ,-0.08181818181818182,0.5272727272727272,neutral,0.0,1.0,0.0,0.0
240,RT @ItalyinUS: US Presidential @ClimateEnvoy John Kerry joins Italy's #AmbVarricchio &amp; British Ambassador @KarenPierceUK for a conversation…, us presidential   john kerry joins italy s  ambvarricchio  amp  british ambassador   for a conversation ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
242,"RT @mysteriousuniv: If anyone is wondering why our Facebook page is now blank, this is why.", if anyone is wondering why our facebook page is now blank  this is why ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
244,"RT @THE_Russell: Morrison's 'Murdoch Law', forcing Google and Facebook to pay Murdoch to help shore up his crumbling News Ltd empire can be…", morrison s  murdoch law   forcing google and facebook to pay murdoch to help shore up his crumbling news ltd empire can be ,0.0,0.0,positive,0.061,0.823,0.117,0.3182
246,"⁦@mayn_tw⁩ 

来週の金曜日は元宵節です～
湯圓好吃😋
また台湾に来てください～

#mayn 
#元宵節
#湯圓
 https://t.co/2tWR7vGMTc",   tw                                       mayn             ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
247,"RT @SaraLdeG: En unos momentos, en punto de las 18h, presentamos ""Sonrisas de piedra y barro. Iconografías prehispánicas de la Costa del Go…", en unos momentos  en punto de las 18h  presentamos  sonrisas de piedra y barro  iconograf as prehisp nicas de la costa del go ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
248,@mjmacul_lima Está na hora de cada um mandar um recadinho para o seu representante na Câmara dos deputados. Vale em… https://t.co/tFS0kkdMaX,  lima est  na hora de cada um mandar um recadinho para o seu representante na c mara dos deputados  vale em   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
249,Australian Treasurer Josh Frydenberg said he would continue his talks with Facebook Inc Chief Executive Mark Zucker… https://t.co/xEIAejGD3D,australian treasurer josh frydenberg said he would continue his talks with facebook inc chief executive mark zucker   ,0.0,0.0,positive,0.0,0.914,0.086,0.128
252,"RT @Vianney_e_vera: ¿Y si hoy alcanzamos los diez mil comentarios en Facebook? O le tienen miedo al éxito 

Nomino a Jos Canela (@JosDice)…",  y si hoy alcanzamos los diez mil comentarios en facebook  o le tienen miedo al  xito   nomino a jos canela     ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
253,"Rise up!😊❤🇺🇸
https://t.co/UFhYZ0Fkt6",rise up       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
254,#teamstrong https://t.co/DKjwPkn1SM, teamstrong  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
255,https://t.co/UnOERuDNIx, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
256,@PETEPETEPETERR @7NewsMelbourne @JoshFrydenberg @Facebook hahaha,        hahaha,0.2,0.4,positive,0.0,0.0,1.0,0.5574
257,"Gente vcs tem Facebook??, as vezes tem uns haters la e gosto de chamar o fandom inteiro pra me ajudar a responder kkkkkk",gente vcs tem facebook    as vezes tem uns haters la e gosto de chamar o fandom inteiro pra me ajudar a responder kkkkkk,0.0,0.0,negative,0.144,0.856,0.0,-0.4939
258,"RT @ForeignTosin: ""I want to post picture on my facebook"" https://t.co/5IIjH0m57j",  i want to post picture on my facebook   ,0.0,0.0,positive,0.0,0.822,0.178,0.0772
259,"RT @PeterAskin1: Lovely though scared tortie kitty ""Ismene"" #A746115 at the #DevoreCA shelter in #SanBernardinoCounty trapped with two othe…", lovely though scared tortie kitty  ismene   a746115 at the  devoreca shelter in  sanbernardinocounty trapped with two othe ,0.15,0.375,negative,0.261,0.581,0.158,-0.3612
260,"lmao some of these teachers who once taught me getting pressed of the post i shared on facebook. mam ser, it’s a fo… https://t.co/pZc1FV9O6Q",lmao some of these teachers who once taught me getting pressed of the post i shared on facebook  mam ser  it s a fo   ,0.6,1.0,positive,0.0,0.751,0.249,0.743
262,RT @IAMFridayJones: Silicon Valley-backed groups sue Maryland to kill country’s first-ever online advertising tax https://t.co/B8uyFqNw4b, silicon valley backed groups sue maryland to kill country s first ever online advertising tax  ,0.25,0.3333333333333333,negative,0.264,0.674,0.062,-0.6808
263,RT @NHSCTrust: This year the Pregnancy Loss &amp; Paediatric Bereavement Team have organised a virtual snow drop walk service for anyone who ha…, this year the pregnancy loss  amp  paediatric bereavement team have organised a virtual snow drop walk service for anyone who ha ,0.0,0.0,negative,0.185,0.714,0.101,-0.25
264,"RT @grey_mewmew: PLEASE VOTE👇🙏

Facebook Poll 35%
➡️https://t.co/MjrIHAdyIU

#MewSuppasit 
#อยากเห็นพี่มิวได้ถ้วยต้องช่วยกัน https://t.co/f…", please vote    facebook poll 35        mewsuppasit                                     ,0.0,0.0,positive,0.0,0.685,0.315,0.3182
265,"RT @oocaok: จากClubhouse Mindfully Dose#2 “เมื่อใจพังแต่ยังต้องไปทำงาน” by ooca และ นพ. รัตนภูมิ วัฒนปัญญาสกุล 
มีเคล็ดลับดีๆ สำหรับการทำงา…",    clubhouse mindfully dose 2                               by ooca                                                             ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
269,https://t.co/xwA5dtGiEG https://t.co/Lbm95MVsuk,   ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
270,RT @chinachambermx: Te invitamos a  no perderte la  participación de nuestra presidente Amapola  Grijalva en colaboración con American Soci…, te invitamos a  no perderte la  participaci n de nuestra presidente amapola  grijalva en colaboraci n con american soci ,0.0,0.0,negative,0.128,0.872,0.0,-0.296
271,"RT @The_Year_Of_Mo: #n년전_오늘의_모모
#모모야몬지알지
#트와이스                             
#TWICE                             
#모모
180219 포카리 스웨트 페이스북
htt…",  n                                                       twice                                  180219              htt ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
273,"¿Será cierto que está preso?

¿Quién es el sátrapa de Diego Salazar primo del delincuente de Rafael Ramírez? -► https://t.co/FyV61Ml8hD", ser  cierto que est  preso    qui n es el s trapa de diego salazar primo del delincuente de rafael ram rez      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
274,"Tonight we have real convos with 12.  Our very own @reecswiney be your moderator 
.
Link to joins at:… https://t.co/tpPrVIkU0k",tonight we have real convos with 12   our very own   be your moderator    link to joins at    ,0.49,0.65,neutral,0.0,1.0,0.0,0.0
275,"@DIorioNathaniel How can Facebook shut down government websites, I don’t understand?",  how can facebook shut down government websites  i don t understand ,-0.15555555555555559,0.2888888888888889,neutral,0.0,1.0,0.0,0.0
276,@segueasheila Em termos de comunicação acho que muda pouco. Eles tem publicado pelo facebook q da pra acessar de gr… https://t.co/REORkzpHKQ,  em termos de comunica  o acho que muda pouco  eles tem publicado pelo facebook q da pra acessar de gr   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
278,"RT @fibroapoyo_: COMUNICADO DE AGRADECIMIENTO

Lo podeis leer en: https://t.co/T8Y5sxg2K2 https://t.co/7D0Y26d6Lj", comunicado de agradecimiento  lo podeis leer en     ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
281,"Arbiter of truth: Facebook plans to flag and debunk misinformation about climate change

https://t.co/qqrgtuc8el",arbiter of truth  facebook plans to flag and debunk misinformation about climate change   ,0.0,0.0,neutral,0.147,0.705,0.147,0.0
282,"This law sounds like a link tax which I remember, from more than a decade ago, the blogosphere opposing as an unacc… https://t.co/BNiUpKS4mr",this law sounds like a link tax which i remember  from more than a decade ago  the blogosphere opposing as an unacc   ,0.5,0.5,positive,0.0,0.878,0.122,0.3612
284,RT @seinpez: Hopping on the Gus Bus during Thursday's @SonsofUCF LIVE Show as we talk about @UCF_Football and @CoachGusMalzahn during our 8…, hopping on the gus bus during thursday s   live show as we talk about   football and   during our 8 ,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
285,RT @NCWHSDJohnson: Normal Community West High School was recognized as a School of STEM Excellence by the FETC (Future Education Technology…, normal community west high school was recognized as a school of stem excellence by the fetc  future education technology ,0.10333333333333333,0.4383333333333333,positive,0.0,0.806,0.194,0.6249
286,"MAS CLARO IMPOSIBLE 
 https://t.co/Mpc5Kx3krb",mas claro imposible    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
288,"RT @saludpublicaac: ¡¡¡Los esperamos en nuestro primer programa de la Tercera Temporada de A tu Salud... Pública!!!

Próximo jueves 18 de f…",    los esperamos en nuestro primer programa de la tercera temporada de a tu salud    p blica     pr ximo jueves 18 de f ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
289,https://t.co/ZGaOAaHH5r, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
290,RT @samajwadiparty: समाजवादी पार्टी के राष्ट्रीय अध्यक्ष एवं पूर्व मुख्यमंत्री श्री अखिलेश यादव ने उन्नाव में महिला उत्पीड़न की जघन्य घटना…,                                                                                                                        ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
291,So NO!... we are not any longer drinking @Caprisun  🥵🤮Watch the videos. My daughter drunk some of this😷 Please shar… https://t.co/Y8pTZDkbg3,so no     we are not any longer drinking      watch the videos  my daughter drunk some of this  please shar   ,-0.5,1.0,negative,0.208,0.68,0.112,-0.3111
292,February is #AmericanHeartMonth. We are sharing stories through our #CPR Series to highlight the importance of hear… https://t.co/FZDwykoXVz,february is  americanheartmonth  we are sharing stories through our  cpr series to highlight the importance of hear   ,0.0,0.0,positive,0.0,0.645,0.355,0.7717
294,https://t.co/THvmJuK5Tl, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
295,"RT @JulieNBCNews: NOW - Cruz speaking outside of his Houston home: ""On one hand all of us who are parents have a responsibility to take car…", now   cruz speaking outside of his houston home   on one hand all of us who are parents have a responsibility to take car ,0.0,0.05,positive,0.0,0.868,0.132,0.4939
297,RT @andy_christophi: @MegumiMatsuda3 https://t.co/b5KMNq3zKi,    ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
298,"🥊#Deportes | Canelo Álvarez: ""No subestimo a Avni Yildirim; un golpe puede cambiar todo"" 
https://t.co/SpeSqVif5P https://t.co/lLHexgbJec",  deportes   canelo  lvarez   no subestimo a avni yildirim  un golpe puede cambiar todo      ,0.0,0.0,negative,0.167,0.833,0.0,-0.296
299,RT @Chattanoogancom: Facebook Screenshot Lists Mayor Candidate Tim Kelly Joining In Celebration Of Cancer Death Of Conservative Talk Show H…, facebook screenshot lists mayor candidate tim kelly joining in celebration of cancer death of conservative talk show h ,0.0,0.0,negative,0.356,0.644,0.0,-0.8519
300,"The fucking NYC 2016 Facebook memories are popping up 💀 fuck that overweight, gaslighting mamas boy.",the fucking nyc 2016 facebook memories are popping up   fuck that overweight  gaslighting mamas boy ,-0.5,0.7,negative,0.316,0.684,0.0,-0.7184
301,"RT @ImeldaOfficial: Win this £95 bundle!!!
 £10 raffle ticket to be in. 
All proceeds go to little Freya.
Info on Facebook and Instagram.…", win this  95 bundle      10 raffle ticket to be in   all proceeds go to little freya  info on facebook and instagram  ,0.30625,0.45,positive,0.0,0.84,0.16,0.5859
302,"RT @JayStill4: The #Murdoch #LNP vs #Facebook  debacle.
How it went down.
#EpicFail https://t.co/c1Ebujxym6", the  murdoch  lnp vs  facebook  debacle  how it went down   epicfail  ,-0.15555555555555559,0.2888888888888889,neutral,0.0,1.0,0.0,0.0
307,Vean este video https://t.co/jNhbyoC3fr,vean este video  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
308,RT @kixystix: Meanwhile the @PokemonGoApp page on @Facebook is now blocked to Australians. How on earth did that page get caught up in the…, meanwhile the   page on   is now blocked to australians  how on earth did that page get caught up in the ,0.0,0.0,negative,0.1,0.9,0.0,-0.2732
309,RT @tnxbk: remember when you’d go partying and the hosts would drop hundreds of images of unfiltered drunken chaos on a facebook album the…, remember when you d go partying and the hosts would drop hundreds of images of unfiltered drunken chaos on a facebook album the ,0.0,0.0,negative,0.22,0.682,0.098,-0.4939
310,"RT @claudiavaca5: Foro Infodemia en Colombia   
https://t.co/h1Ogd7EbnA, //facebook.com/medicina.unal, 
youtube: https://t.co/5o8heWD3SS ht…", foro infodemia en colombia        facebook com medicina unal   youtube    ht ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
311,"RT @KarenFi51820768: UPDATE the Van and #Kayla have been found but #Chester and #Nala still missing 
https://t.co/NtLeyuVrc8", update the van and  kayla have been found but  chester and  nala still missing   ,-0.2,0.05,negative,0.177,0.823,0.0,-0.4215
312,"Pati gigante en Berisso nos rompe el copo
Tremenda pesca de Paties GIGANTES ""los veleros grises de mas de 1 metro d… https://t.co/1FZfGnVtvB",pati gigante en berisso nos rompe el copo tremenda pesca de paties gigantes  los veleros grises de mas de 1 metro d   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
313,"RT @beingbuzzy: @alasnich Yes the LNP is a proxy in Murdoch’s war with Facebook and other social platforms. 
The only purpose and reason fo…",   yes the lnp is a proxy in murdoch s war with facebook and other social platforms   the only purpose and reason fo ,-0.030555555555555558,0.48055555555555557,negative,0.159,0.732,0.11,-0.296
314,"RT @jzzzindaeyo: Just one hour to vote on whosfan it will crash so bad

https://t.co/gfa7LVkxI0

KONGRATS iKONICS 
@bobbyranika @YG_iKONIC…", just one hour to vote on whosfan it will crash so bad     kongrats ikonics      ikonic ,-0.6999999999999998,0.6666666666666666,negative,0.356,0.644,0.0,-0.8015
316,RT @kinsellawarren: Every Canadian political party needs to support the government (and Australia) on this. For @facebook to shut down heal…, every canadian political party needs to support the government  and australia  on this  for   to shut down heal ,-0.07777777777777779,0.19444444444444448,positive,0.0,0.748,0.252,0.6597
317,RT @MeyerFalcon: Hoy es un gran día para el Plan de Justicia para el Pueblo Yaqui. Los equipos de @SEDATU_mx y @conagua_mx firmamos un conv…, hoy es un gran d a para el plan de justicia para el pueblo yaqui  los equipos de   mx y   mx firmamos un conv ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
318,"#ICYMI: https://t.co/8mMJZD7Hzm

What other questions do you have that we didn't address?", icymi     what other questions do you have that we didn t address ,-0.125,0.375,neutral,0.0,1.0,0.0,0.0
319,"陰謀論にどっぷりハマってるアカウントがどうしてそうなったか知りたくてツイートとかFacebookとか掘り下げてみたんだけど経済的困窮が背景にあるように見えた
お金がないって心を穿つからそこに陰謀論がすっぽりハマったのかな",                                        facebook                                                              ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
321,"RT @SMTOWN_Idn: H-4 comeback, SHINee rilis highlight lagu ‘Kiss Kiss’ dengan pesona yang manis.

Cek info lengkapnya di Official Facebook P…", h 4 comeback  shinee rilis highlight lagu  kiss kiss  dengan pesona yang manis   cek info lengkapnya di official facebook p ,0.0,0.0,positive,0.0,0.636,0.364,0.7906
322,https://t.co/s8JlMk06CL, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
323,"RT @CarnetDLaPatria: #Enterate | Venezuela arranca este jueves vacunación con la Sputnik-V en el sector salud https://t.co/SvVinT7ZJg

Carn…",  enterate   venezuela arranca este jueves vacunaci n con la sputnik v en el sector salud    carn ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
324,https://t.co/E4hg47XPTg, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
326,"RT @suzudaiyu: すずだい酒店
HP https://t.co/BCNyY7H9Sv （工事中）
YouTube https://t.co/QkF1Ug73TN
FaceBooK https://t.co/vA2SqM38wM",        hp         youtube   facebook  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
327,"RT @AbrahamLoke: #BravoKevin
Oh the irony of people complaining about Facebook shutting down pages when Murdoch media walked away from many…",  bravokevin oh the irony of people complaining about facebook shutting down pages when murdoch media walked away from many ,0.17222222222222222,0.3944444444444445,negative,0.15,0.85,0.0,-0.25
328,"RT @ATEEZcommunity: We have 5 days left to create as many accounts as we can with different socials. Please get started!
If you have 5 twit…", we have 5 days left to create as many accounts as we can with different socials  please get started  if you have 5 twit ,0.16666666666666666,0.3666666666666667,positive,0.0,0.82,0.18,0.5267
329,About to go live on Facebook and YouTube https://t.co/l6VrfPtDQS,about to go live on facebook and youtube  ,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
330,RT @andy_christophi: @vgpfabd7rf31db1 @MegumiMatsuda3 https://t.co/b5KMNq3zKi,      ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
331,Getting ready for Heart Health Facebook Live event at 7pm. #OurHearts #LinksOnTheMove check it out @linksinc on Fac… https://t.co/D3sfThe9n7,getting ready for heart health facebook live event at 7pm   ourhearts  linksonthemove check it out   on fac   ,0.16818181818181818,0.5,positive,0.0,0.865,0.135,0.3612
332,"RT @BernardKeane: Australian media: Facebook must stop stealing content.
Facebook: But... you post the content yourselves...
Australian med…", australian media  facebook must stop stealing content  facebook  but    you post the content yourselves    australian med ,0.0,0.0,negative,0.22,0.78,0.0,-0.4497
333,"It's was a dark day for #AustralianWrestling yesterday, with several major promotion's Facebook pages being banned… https://t.co/irFnbBtdIN",it s was a dark day for  australianwrestling yesterday  with several major promotion s facebook pages being banned   ,-0.029166666666666664,0.3,negative,0.176,0.824,0.0,-0.4588
336,"RT @Tonhonth: ยังไงดี - mints 
 Live in a day
คิดถึงกันไหม พวกผมคิดถึงมาก 🥺
https://t.co/JtUAt07ZAW
@ud_awat @wearemints",           mints   live in a day                                   awat  ,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
337,"bro i SWEAR, i shit u not, EVERY TIME i get on facebook i see 3 more new people who had kids",bro i swear  i shit u not  every time i get on facebook i see 3 more new people who had kids,0.14545454545454545,0.5848484848484848,negative,0.255,0.745,0.0,-0.5859
338,@AZ_Guy6 I wish more people were actually looking forward to getting the vaccine. People read a facebook story and… https://t.co/2CSZ12WrGT,  guy6 i wish more people were actually looking forward to getting the vaccine  people read a facebook story and   ,0.25,0.3,positive,0.0,0.856,0.144,0.4019
339,RT @KarenFi51820768: #Facebook group link https://t.co/y4szNXYr5T,  facebook group link  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
340,"@Senor_Goat @DavidSligar 100% agree, the media can always choose not to post to Facebook obviously they do it becau… https://t.co/pxzf9V1TuN",  goat   100  agree  the media can always choose not to post to facebook obviously they do it becau   ,0.0,0.5,positive,0.0,0.872,0.128,0.3612
341,"RT @Mo_GxxodRichy: ไปค่ะทุกคน😘
🔗 https://t.co/vq3IPEkkdQ

#อิทธิริช 
#ริชชี่ที่แปลว่าแฟนก็อต https://t.co/maV6RjTMKc",                                                      ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
344,No #Facebook? Who cares? Notre dernier épisode d'#Europavoice est la 👇👇👇Partagez grandement ! #coronavirus… https://t.co/NWeDtU4Lk6,no  facebook  who cares  notre dernier  pisode d  europavoice est la    partagez grandement    coronavirus   ,0.0,0.0,positive,0.136,0.679,0.185,0.2023
345,Eu  no Facebook olha uma comentando na FT da outra cobra engulindo cobra 😂😂,eu  no facebook olha uma comentando na ft da outra cobra engulindo cobra   ,0.0,0.0,negative,0.155,0.845,0.0,-0.296
346,RT @TotalWorld1: 「プロジェクト・ベリタス」がスクープ／雑貨バーグ、「ワクチンがDNAに影響するといった投稿は削除や制限する」と言いながら、内部会議で「長期的には副作用の危険がある」 https://t.co/4YE2iNS2et,                                dna                                                  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
347,https://t.co/jovVOu6tmc, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
348,"Facebook has purged The RED HEART Campaign Facebook page. This means the stories of thousands of women, children an… https://t.co/ytPbCkOxnQ",facebook has purged the red heart campaign facebook page  this means the stories of thousands of women  children an   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
351,"Hrvati Hercegovine su sustavno protjeravani, ucjenjivani, premlaćivani, ubijani i ugroženi već godinama.

Tko god z… https://t.co/t5YEBHCERx",hrvati hercegovine su sustavno protjeravani  ucjenjivani  premla ivani  ubijani i ugro eni ve  godinama   tko god z   ,0.0,0.0,positive,0.0,0.87,0.13,0.2732
353,"RT @Nettythe1st: Greg Hunt says ""Facebook is in it for the money.""

Isn't that capitalism which the LNP represents 🤔🤷‍♀️", greg hunt says  facebook is in it for the money    isn t that capitalism which the lnp represents      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
354,RT @RioRomamx: Hey hey hey! 🚨HOY tenemos una cita a las 6PM 🚨 en Facebook para platicar con ustedes sobre #PuroTalentop! Recuerden que aún…, hey hey hey   hoy tenemos una cita a las 6pm   en facebook para platicar con ustedes sobre  purotalentop  recuerden que a n ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
356,"RT @WORLDMUSICAWARD: #BTS and Japanese Rock Trio #BackNumber to release new Japanese OST titled #FilmOut on April 2, produced by #Jungkook…",  bts and japanese rock trio  backnumber to release new japanese ost titled  filmout on april 2  produced by  jungkook ,0.04545454545454545,0.15151515151515152,neutral,0.0,1.0,0.0,0.0
358,"RT @TIOBRAVE: Los viewers bajaron un chingo en Facebook y no lo digo por mi, lo digo por un chingo de compañeros que los veía con buenos nú…", los viewers bajaron un chingo en facebook y no lo digo por mi  lo digo por un chingo de compa eros que los ve a con buenos n  ,0.0,0.0,negative,0.084,0.916,0.0,-0.296
360,"RT @fm91trafficpro: รวบรวมมาให้แล้ว!!
ข้อมูลการเดินทางโดยรถโดยสารสาธารณะทุกประเภท
ที่สามารถใช้สิทธิ์ ""เราชนะ"" ชำระค่าโดยสารได้
แบ่งออกเป็น…",                                                                                                                        ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
361,RT @kdizzlin: When Facebook puts your best mod in jail for 3 days.....this is not okay Facebook! There will be riots in the streets I tell…, when facebook puts your best mod in jail for 3 days     this is not okay facebook  there will be riots in the streets i tell ,0.21249999999999997,0.3,negative,0.17,0.686,0.144,0.0603
362,"RT @CastillaSenador: Estamos ya en vivo hablando con @sintracarbon hablando sobre el “turno de la muerte”.
Les invito a escucharnos en mi p…", estamos ya en vivo hablando con   hablando sobre el  turno de la muerte   les invito a escucharnos en mi p ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
363,"@chrislhayes I'd rather stay at Suenos Tulum: https://t.co/QgQUMLkwz6
Check it out - much nicer and no I have no financial interest in it.",  i d rather stay at suenos tulum    check it out   much nicer and no i have no financial interest in it ,0.1,0.1,positive,0.181,0.576,0.243,0.3612
